Booking_ID,no_of_adults,no_of_children,no_of_weekend_nights,no_of_week_nights,type_of_meal_plan,required_car_parking_space,room_type_reserved,lead_time,arrival_date,market_segment_type,repeated_guest,no_of_previous_cancellations,no_of_previous_bookings_not_canceled,avg_price_per_room,no_of_special_requests,booking_status
INN00249,2,0,1,2,meal_plan_1,0,room_type1,21,8/15/2018,online,0,0,0,151,0,canceled
INN00250,1,0,1,3,meal_plan_1,0,room_type1,0,11/9/2017,online,0,0,0,91,1,not_canceled
INN00251,3,0,2,1,meal_plan_1,0,room_type4,152,8/13/2018,online,0,0,0,146.7,1,canceled
INN00252,2,0,2,3,meal_plan_1,0,room_type1,43,10/2/2017,offline,0,0,0,58.4,0,not_canceled
INN00253,2,0,0,4,not_selected,0,room_type1,177,7/26/2018,online,0,0,0,80.75,1,canceled
INN00254,2,0,1,1,not_selected,0,room_type1,47,5/21/2018,offline,0,0,0,76.5,0,not_canceled
INN00255,3,0,0,3,meal_plan_1,0,room_type4,57,9/7/2018,online,0,0,0,140.13,0,not_canceled
INN00256,2,0,2,4,not_selected,0,room_type1,60,11/15/2017,online,0,0,0,76,1,not_canceled
INN00257,2,0,0,1,meal_plan_1,0,room_type1,0,9/16/2017,online,0,0,0,200,0,not_canceled
INN00258,2,0,0,2,meal_plan_2,0,room_type1,102,10/16/2017,online,0,0,0,101.5,0,canceled
INN00259,2,0,0,3,not_selected,0,room_type1,71,10/18/2018,online,0,0,0,108,1,not_canceled
INN00260,3,0,2,3,meal_plan_2,0,room_type4,111,7/23/2018,online,0,0,0,189,1,not_canceled
INN00261,3,0,1,1,meal_plan_1,0,room_type4,1,6/11/2018,online,0,0,0,166,3,not_canceled
INN00262,2,0,1,1,not_selected,0,room_type1,4,1/16/2018,online,0,0,0,67.5,0,not_canceled
INN00263,2,0,1,3,meal_plan_1,0,room_type4,25,9/14/2017,online,0,0,0,78.54,1,not_canceled
INN00264,1,0,2,2,meal_plan_1,0,room_type1,209,11/6/2018,online,0,0,0,152.1,1,canceled
INN00265,1,0,2,1,meal_plan_1,0,room_type1,93,10/15/2018,online,0,0,0,115,0,canceled
INN00266,2,0,2,5,not_selected,0,room_type1,53,9/2/2017,online,0,0,0,66.53,2,not_canceled
INN00267,1,0,0,2,meal_plan_1,0,room_type1,1,8/12/2017,complementary,1,0,1,0,1,not_canceled
INN00268,1,0,2,1,meal_plan_1,0,room_type1,4,8/23/2017,complementary,0,0,0,0,1,not_canceled
INN00269,2,0,0,3,meal_plan_1,0,room_type1,302,12/29/2018,online,0,0,0,90.3,2,canceled
INN00270,2,0,0,2,meal_plan_1,0,room_type1,122,4/15/2018,offline,0,0,0,85,0,not_canceled
INN00271,1,0,0,1,meal_plan_1,0,room_type1,16,3/11/2018,corporate,0,0,0,75,0,not_canceled
INN00272,2,0,2,4,meal_plan_1,0,room_type1,28,8/28/2018,online,0,0,0,115.37,1,canceled
INN00273,2,0,1,2,meal_plan_2,0,room_type1,161,3/25/2018,online,0,0,0,130,0,canceled
INN00274,3,0,0,2,meal_plan_1,0,room_type4,57,12/9/2018,online,0,0,0,126,2,not_canceled
INN00275,2,0,1,0,meal_plan_1,0,room_type1,19,6/12/2018,online,0,0,0,94.35,1,not_canceled
INN00276,3,0,2,4,meal_plan_1,0,room_type4,109,7/6/2018,online,0,0,0,118.46,4,not_canceled
INN00277,1,0,0,2,meal_plan_2,0,room_type1,239,6/15/2018,online,0,0,0,90.6,0,canceled
INN00278,1,0,2,1,meal_plan_1,0,room_type1,33,3/5/2018,online,0,0,0,82.9,2,not_canceled
INN00279,2,0,0,3,meal_plan_1,0,room_type1,11,8/18/2017,online,0,0,0,95.33,1,not_canceled
INN00280,3,0,2,5,meal_plan_1,0,room_type4,40,4/21/2018,online,0,0,0,135.64,1,not_canceled
INN00281,3,0,1,1,meal_plan_1,0,room_type4,45,6/18/2018,offline,0,0,0,122.4,0,not_canceled
INN00282,2,0,1,3,not_selected,0,room_type1,41,5/9/2018,online,0,0,0,116.1,0,canceled
INN00283,2,0,0,4,not_selected,0,room_type1,167,6/28/2018,online,0,0,0,62.18,0,canceled
INN00284,2,0,0,4,not_selected,0,room_type1,62,3/9/2018,online,0,0,0,63.75,0,canceled
INN00285,1,0,1,4,meal_plan_1,0,room_type1,113,9/7/2018,online,0,0,0,118.8,0,canceled
INN00286,2,0,0,2,not_selected,1,room_type1,1,8/10/2018,online,0,0,0,167,0,not_canceled
INN00287,2,2,2,2,meal_plan_1,0,room_type6,84,5/13/2018,online,0,0,0,187.85,1,not_canceled
INN00288,0,2,2,2,meal_plan_1,0,room_type1,68,4/24/2018,online,0,0,0,108.38,1,canceled
INN00289,2,0,0,1,meal_plan_1,0,room_type2,9,9/7/2018,complementary,1,0,3,0,1,not_canceled
INN00290,3,0,1,2,meal_plan_1,0,room_type1,245,10/28/2018,online,0,0,0,128.7,0,canceled
INN00291,2,0,1,3,meal_plan_1,0,room_type1,80,3/17/2018,online,0,0,0,80.33,1,not_canceled
INN00292,2,0,1,1,meal_plan_1,0,room_type1,7,8/22/2018,online,0,0,0,140,1,canceled
INN00293,2,1,1,1,meal_plan_1,0,room_type1,128,8/8/2017,online,0,0,0,76.5,2,not_canceled
INN00294,2,0,2,1,meal_plan_1,0,room_type1,100,5/1/2018,online,0,0,0,105.3,1,not_canceled
INN00295,2,0,2,1,meal_plan_1,0,room_type1,118,4/3/2018,online,0,0,0,87.3,1,canceled
INN00296,1,0,0,3,meal_plan_1,0,room_type1,166,11/1/2018,online,0,0,0,110,0,canceled
INN00297,1,0,0,1,meal_plan_2,0,room_type1,41,9/4/2017,offline,0,0,0,83,0,not_canceled
INN00298,2,0,2,2,meal_plan_1,0,room_type1,174,8/13/2018,online,0,0,0,99.45,1,not_canceled
INN00299,2,1,2,1,meal_plan_2,0,room_type1,27,12/27/2017,offline,0,0,0,104.5,3,not_canceled
INN00300,2,0,2,6,meal_plan_1,0,room_type1,2,11/16/2018,online,0,0,0,92.54,2,not_canceled
INN00301,1,0,0,3,meal_plan_1,0,room_type1,37,10/13/2018,offline,0,0,0,95,0,not_canceled
INN00302,1,0,0,2,meal_plan_1,0,room_type1,188,6/15/2018,online,0,0,0,130,0,canceled
INN00303,2,0,2,1,meal_plan_1,0,room_type1,68,1/2/2018,offline,1,1,0,63,1,not_canceled
INN00304,2,0,1,2,meal_plan_1,0,room_type4,189,10/28/2018,online,0,0,0,109.8,0,canceled
INN00305,2,0,1,0,meal_plan_1,0,room_type1,10,5/16/2018,online,0,0,0,103,0,not_canceled
INN00306,3,0,2,1,meal_plan_1,0,room_type4,19,2/20/2018,online,0,0,0,130,1,not_canceled
INN00307,2,0,0,2,meal_plan_1,0,room_type1,61,3/23/2018,online,0,0,0,117,0,canceled
INN00308,2,0,0,4,meal_plan_1,0,room_type4,95,12/29/2017,offline,0,0,0,60.5,0,not_canceled
INN00309,2,0,0,1,meal_plan_2,0,room_type1,83,9/30/2017,offline,0,0,0,112.2,0,not_canceled
INN00310,2,0,1,3,meal_plan_1,0,room_type1,37,8/1/2018,online,0,0,0,135.9,0,canceled
INN00311,2,0,1,0,meal_plan_1,0,room_type1,19,7/25/2018,online,0,0,0,151,1,canceled
INN00312,2,2,0,2,meal_plan_1,0,room_type6,22,9/16/2018,online,0,0,0,239,2,not_canceled
INN00313,2,0,2,1,meal_plan_1,0,room_type1,22,12/26/2017,online,0,0,0,59.09,0,not_canceled
INN00314,2,0,2,5,meal_plan_1,0,room_type1,151,7/9/2018,online,0,0,0,103.09,0,canceled
INN00315,2,0,2,1,meal_plan_1,0,room_type1,26,2/28/2018,offline,0,0,0,87,0,not_canceled
INN00316,3,0,1,0,meal_plan_1,0,room_type4,27,4/17/2018,online,0,0,0,137,0,canceled
INN00317,2,0,0,2,meal_plan_2,0,room_type1,79,6/24/2018,offline,0,0,0,109,0,not_canceled
INN00318,2,0,1,1,meal_plan_2,0,room_type1,247,6/6/2018,online,0,0,0,115,1,canceled
INN00319,2,0,2,3,meal_plan_1,0,room_type4,189,7/17/2018,online,0,0,0,99.45,1,not_canceled
INN00320,2,0,0,2,meal_plan_2,0,room_type1,320,8/18/2018,online,0,0,0,115,1,canceled
INN00321,3,0,1,2,meal_plan_1,0,room_type4,27,2/22/2018,online,0,0,0,130,2,not_canceled
INN00322,1,0,1,0,meal_plan_1,0,room_type1,51,5/22/2018,corporate,1,0,3,65,0,not_canceled
INN00323,2,0,0,2,meal_plan_1,0,room_type1,245,6/17/2018,online,0,0,0,75,0,canceled
INN00324,2,1,1,2,meal_plan_1,0,room_type1,52,7/8/2018,online,0,0,0,132.9,0,canceled
INN00325,1,0,2,0,meal_plan_1,0,room_type1,13,10/18/2017,online,0,0,0,120,0,not_canceled
INN00326,2,0,0,2,not_selected,0,room_type1,46,11/11/2018,online,0,0,0,79.2,1,canceled
INN00327,3,0,2,1,meal_plan_1,0,room_type4,84,8/28/2018,online,0,0,0,159.3,0,canceled
INN00328,1,0,0,2,meal_plan_1,0,room_type1,188,6/15/2018,online,0,0,0,130,0,canceled
INN00329,2,0,0,3,meal_plan_1,0,room_type1,19,10/6/2017,offline,1,1,0,90,0,not_canceled
INN00330,2,0,0,2,meal_plan_1,0,room_type4,67,5/27/2018,online,0,0,0,140.4,1,not_canceled
INN00331,2,0,0,1,meal_plan_1,0,room_type1,0,8/11/2017,online,0,0,0,75,0,not_canceled
INN00332,2,0,0,2,meal_plan_2,0,room_type1,273,7/17/2017,online,0,0,0,109,0,canceled
INN00333,2,0,2,1,meal_plan_2,0,room_type1,110,7/25/2017,online,0,0,0,94.5,0,canceled
INN00334,1,0,0,1,meal_plan_1,0,room_type1,0,12/15/2017,corporate,1,0,1,75,0,not_canceled
INN00335,2,0,1,2,meal_plan_1,0,room_type4,32,10/23/2017,offline,0,0,0,75,1,not_canceled
INN00336,2,0,2,1,meal_plan_1,0,room_type1,282,10/10/2017,offline,0,0,0,76.67,0,not_canceled
INN00337,2,0,2,2,meal_plan_1,0,room_type1,38,10/2/2018,online,0,0,0,126,0,not_canceled
INN00338,2,0,1,1,not_selected,0,room_type1,175,7/23/2018,online,0,0,0,85.5,1,not_canceled
INN00339,2,0,0,3,meal_plan_1,0,room_type4,143,8/18/2018,online,0,0,0,140.7,0,canceled
INN00340,2,0,2,2,meal_plan_1,0,room_type4,127,6/26/2018,online,0,0,0,103.7,1,not_canceled
INN00341,1,0,0,1,meal_plan_1,0,room_type1,0,9/8/2017,online,0,0,0,142,0,not_canceled
INN00342,2,1,2,5,meal_plan_1,0,room_type1,95,12/21/2018,online,0,0,0,103.7,3,not_canceled
INN00343,1,0,1,2,meal_plan_1,0,room_type1,118,6/6/2018,offline,0,0,0,110,0,not_canceled
INN00344,2,0,0,3,meal_plan_1,0,room_type1,45,11/10/2018,offline,0,0,0,75,0,not_canceled
INN00345,3,0,1,1,meal_plan_1,0,room_type4,69,7/25/2018,online,0,0,0,137.7,0,not_canceled
INN00346,2,0,0,1,not_selected,0,room_type1,57,9/7/2018,online,0,0,0,87.3,3,not_canceled
INN00347,1,0,0,2,meal_plan_1,0,room_type1,5,8/24/2018,complementary,1,0,4,0,4,not_canceled
INN00348,2,0,0,2,meal_plan_2,0,room_type1,39,8/14/2017,offline,0,0,0,101.5,0,not_canceled
INN00349,2,0,0,1,meal_plan_1,0,room_type1,0,2/24/2018,online,0,0,0,97,1,not_canceled
INN00350,3,0,1,1,meal_plan_1,0,room_type4,89,8/15/2018,online,0,0,0,150.3,1,not_canceled
INN00351,2,0,0,4,meal_plan_1,0,room_type1,85,3/29/2018,online,0,0,0,82.45,0,not_canceled
INN00352,1,0,0,1,meal_plan_1,1,room_type4,4,7/1/2018,corporate,1,0,3,103,1,not_canceled
INN00353,1,0,2,6,meal_plan_1,0,room_type1,11,7/5/2018,online,0,0,0,145,0,canceled
INN00354,1,0,1,1,meal_plan_1,0,room_type1,12,7/11/2018,online,0,0,0,145,1,not_canceled
INN00355,2,0,2,2,meal_plan_1,0,room_type4,77,5/14/2018,online,0,0,0,134.85,1,not_canceled
INN00356,2,1,1,1,meal_plan_1,0,room_type6,14,10/22/2018,online,0,0,0,168.25,1,not_canceled
INN00357,1,0,2,1,meal_plan_1,0,room_type1,1,2/28/2018,online,0,0,0,60,0,canceled
INN00358,2,0,1,3,meal_plan_1,0,room_type1,133,6/13/2018,offline,0,0,0,76,0,not_canceled
INN00359,2,0,1,2,meal_plan_1,0,room_type1,3,8/10/2017,offline,0,0,0,63.5,1,not_canceled
INN00360,2,0,2,0,meal_plan_1,0,room_type1,19,9/18/2018,offline,0,0,0,95,0,not_canceled
INN00361,2,0,2,2,meal_plan_1,0,room_type4,86,9/3/2018,offline,0,0,0,90.95,3,not_canceled
INN00362,2,0,0,2,meal_plan_1,0,room_type1,23,10/16/2017,online,0,0,0,98.4,2,not_canceled
INN00363,2,0,0,1,meal_plan_1,0,room_type1,65,9/22/2018,online,0,0,0,135.9,1,not_canceled
INN00364,2,0,0,2,meal_plan_1,0,room_type4,1,11/16/2018,online,0,0,0,130,1,not_canceled
INN00365,2,0,0,1,meal_plan_1,0,room_type4,66,11/19/2017,online,0,0,0,81.9,2,not_canceled
INN00366,3,0,1,4,meal_plan_1,0,room_type1,50,2/22/2018,online,0,0,0,78.85,1,not_canceled
INN00367,2,0,2,3,meal_plan_2,0,room_type1,87,6/26/2018,online,0,0,0,141.3,0,canceled
INN00368,2,0,1,1,meal_plan_1,0,room_type1,159,4/9/2018,offline,0,0,0,70,1,not_canceled
INN00369,2,0,2,3,meal_plan_2,0,room_type1,39,8/13/2018,online,0,0,0,170.1,2,not_canceled
INN00370,2,0,2,0,meal_plan_2,0,room_type1,386,10/23/2018,online,0,0,0,115,1,canceled
INN00371,2,2,0,5,meal_plan_1,0,room_type6,22,12/29/2017,online,0,0,0,199,0,not_canceled
INN00372,2,0,2,2,meal_plan_1,0,room_type4,102,7/10/2018,offline,0,0,0,82.45,0,not_canceled
INN00373,4,0,0,3,meal_plan_1,0,room_type7,86,10/20/2018,online,0,0,0,192.86,1,not_canceled
INN00374,2,0,2,2,meal_plan_1,0,room_type1,56,9/25/2017,offline,0,0,0,185,0,not_canceled
INN00375,2,0,2,6,meal_plan_1,0,room_type1,36,12/10/2018,online,0,0,0,68.07,1,not_canceled
INN00376,2,0,0,3,meal_plan_1,0,room_type1,50,10/4/2018,online,0,0,0,118.8,1,not_canceled
INN00377,2,0,0,2,meal_plan_1,0,room_type4,115,10/27/2018,online,0,0,0,104.4,0,canceled
INN00378,1,0,0,1,meal_plan_1,0,room_type1,0,3/23/2018,corporate,1,0,12,65,0,not_canceled
INN00379,2,0,1,3,not_selected,0,room_type1,35,3/3/2018,online,0,0,0,71.1,0,canceled
INN00380,2,0,2,1,meal_plan_1,0,room_type1,17,5/21/2018,offline,0,0,0,95,0,not_canceled
INN00381,2,0,4,11,meal_plan_1,0,room_type4,237,9/13/2018,online,0,0,0,116.62,1,canceled
INN00382,2,0,0,4,meal_plan_1,0,room_type1,125,9/7/2018,online,0,0,0,136,2,not_canceled
INN00383,2,2,2,2,meal_plan_1,0,room_type6,32,12/2/2018,online,0,0,0,147.9,0,canceled
INN00384,2,0,2,0,not_selected,0,room_type1,5,9/18/2018,offline,0,0,0,123.7,0,not_canceled
INN00385,2,0,2,1,meal_plan_1,0,room_type1,91,6/19/2018,online,0,0,0,135.9,0,canceled
INN00386,2,0,0,2,meal_plan_2,0,room_type1,102,10/16/2017,offline,0,0,0,109,0,not_canceled
INN00387,3,0,2,1,meal_plan_1,0,room_type4,9,3/20/2018,online,0,0,0,186,1,not_canceled
INN00388,3,0,1,3,meal_plan_1,0,room_type4,155,12/26/2018,online,0,0,0,115.6,1,canceled
INN00389,2,2,0,1,meal_plan_1,0,room_type6,0,5/14/2018,online,0,0,0,221,0,canceled
INN00390,1,0,0,3,meal_plan_1,0,room_type1,11,9/15/2017,corporate,0,0,0,65,0,not_canceled
INN00391,1,0,0,1,meal_plan_1,0,room_type1,0,2/19/2018,corporate,0,0,0,80,0,not_canceled
INN00392,2,1,1,4,meal_plan_1,0,room_type1,86,3/23/2018,offline,0,0,0,73.83,0,not_canceled
INN00393,1,0,0,1,meal_plan_1,1,room_type1,18,10/18/2018,corporate,1,3,19,67,0,not_canceled
INN00394,2,0,0,2,meal_plan_1,0,room_type1,58,3/4/2018,online,0,0,0,80.3,1,not_canceled
INN00395,2,0,2,1,not_selected,0,room_type1,54,4/30/2018,offline,0,0,0,85,0,not_canceled
INN00396,2,1,2,3,meal_plan_1,0,room_type1,25,7/23/2018,online,0,0,0,152.1,1,canceled
INN00397,2,0,0,2,meal_plan_1,0,room_type1,107,9/9/2017,online,0,0,0,89.25,1,not_canceled
INN00398,1,0,0,4,meal_plan_2,0,room_type1,100,9/28/2018,offline,0,0,0,110,0,not_canceled
INN00399,2,0,1,2,meal_plan_1,0,room_type1,273,5/13/2018,online,0,0,0,95,0,canceled
INN00400,2,0,0,1,not_selected,0,room_type1,29,3/18/2018,online,0,0,0,79,0,not_canceled
INN00401,2,0,0,1,meal_plan_1,0,room_type1,221,8/12/2018,online,0,0,0,80,0,canceled
INN00402,2,0,2,2,meal_plan_1,0,room_type1,213,10/1/2018,online,0,0,0,102.85,2,canceled
INN00403,2,0,1,2,meal_plan_1,0,room_type1,198,9/9/2018,online,0,0,0,90,0,canceled
INN00404,2,0,1,2,meal_plan_1,0,room_type2,81,1/29/2018,online,0,0,0,62.37,2,not_canceled
INN00405,2,0,0,1,not_selected,0,room_type1,23,4/8/2018,online,0,0,0,98,0,not_canceled
INN00406,2,0,0,3,meal_plan_1,0,room_type1,26,9/17/2017,online,0,0,0,117.67,1,canceled
INN00407,2,0,2,1,meal_plan_1,0,room_type1,20,6/18/2018,online,0,0,0,141,1,not_canceled
INN00408,2,1,1,3,meal_plan_1,0,room_type6,124,12/26/2018,online,0,0,0,156.61,2,canceled
INN00409,3,0,0,3,meal_plan_1,0,room_type4,85,8/3/2018,online,0,0,0,152.1,0,canceled
INN00410,2,0,0,1,meal_plan_1,0,room_type1,167,8/6/2018,online,0,0,0,105.3,0,canceled
INN00411,2,0,1,3,meal_plan_1,0,room_type1,71,5/30/2018,online,0,0,0,119.85,1,not_canceled
INN00412,2,0,0,2,meal_plan_1,0,room_type1,48,11/4/2018,online,0,0,0,97.2,2,not_canceled
INN00413,1,0,0,1,not_selected,0,room_type1,37,5/13/2018,online,0,0,0,116.1,0,not_canceled
INN00414,3,0,2,2,meal_plan_1,0,room_type4,76,5/29/2018,online,0,0,0,150.45,0,canceled
INN00415,1,0,0,1,meal_plan_1,0,room_type1,13,1/20/2018,offline,0,0,0,71,0,not_canceled
INN00416,1,0,1,0,meal_plan_1,0,room_type1,3,6/27/2018,complementary,0,0,0,0,0,not_canceled
INN00417,2,0,1,2,meal_plan_1,0,room_type4,75,12/7/2017,offline,0,0,0,60,0,not_canceled
INN00418,1,0,0,1,meal_plan_1,0,room_type1,5,4/5/2018,corporate,1,0,1,89,1,not_canceled
INN00419,2,0,2,0,meal_plan_2,0,room_type1,386,10/23/2018,online,0,0,0,115,1,canceled
INN00420,2,0,1,1,meal_plan_1,0,room_type1,180,5/2/2018,offline,0,0,0,100,1,not_canceled
INN00421,2,0,1,3,not_selected,0,room_type1,122,11/14/2018,online,0,0,0,75.9,2,canceled
INN00422,2,0,1,2,meal_plan_1,0,room_type1,224,10/2/2017,offline,0,0,0,65,0,not_canceled
INN00423,2,0,2,2,meal_plan_1,0,room_type1,24,5/29/2018,online,0,0,0,104.55,2,not_canceled
INN00424,1,0,2,2,meal_plan_1,0,room_type1,162,10/14/2018,online,0,0,0,115,0,canceled
INN00425,3,0,1,1,meal_plan_1,0,room_type4,25,7/2/2018,online,0,0,0,187,0,canceled
INN00426,1,0,0,1,meal_plan_1,0,room_type1,1,8/4/2018,online,0,0,0,115,0,not_canceled
INN00427,2,0,0,4,not_selected,0,room_type1,236,9/27/2018,online,0,0,0,84.43,1,canceled
INN00428,2,0,2,3,meal_plan_1,0,room_type1,120,4/8/2018,online,0,0,0,90.95,0,canceled
INN00429,2,0,1,3,meal_plan_2,1,room_type4,12,3/24/2018,online,0,0,0,208,1,not_canceled
INN00430,2,0,2,4,meal_plan_1,0,room_type1,224,9/3/2018,online,0,0,0,97.18,1,canceled
INN00431,1,0,0,4,meal_plan_2,0,room_type1,33,10/21/2017,offline,0,0,0,79.11,0,not_canceled
INN00432,2,0,0,2,meal_plan_1,0,room_type1,24,5/13/2018,complementary,0,0,0,0,0,not_canceled
INN00433,2,0,0,1,meal_plan_1,0,room_type4,22,9/8/2017,online,0,0,0,120,1,not_canceled
INN00434,2,0,0,3,meal_plan_1,0,room_type1,10,10/20/2017,online,0,0,0,126,1,not_canceled
INN00435,2,0,0,2,meal_plan_1,0,room_type1,15,2/16/2018,online,0,0,0,91,1,canceled
INN00436,2,0,0,5,meal_plan_2,0,room_type1,230,9/6/2018,online,0,0,0,137,0,canceled
INN00437,2,0,0,4,meal_plan_1,0,room_type1,54,3/16/2018,offline,0,0,0,67.32,0,not_canceled
INN00438,2,0,0,1,meal_plan_1,0,room_type1,45,10/23/2017,online,0,0,0,81.62,0,not_canceled
INN00439,3,0,1,3,meal_plan_2,0,room_type4,63,10/24/2018,online,0,0,0,123.66,2,not_canceled
INN00440,2,0,2,1,not_selected,0,room_type1,166,8/6/2018,online,0,0,0,94.5,1,not_canceled
INN00441,2,0,1,4,meal_plan_1,0,room_type1,148,8/22/2018,online,0,0,0,96.3,0,canceled
INN00442,2,0,2,1,meal_plan_1,0,room_type1,136,8/13/2018,online,0,0,0,88.01,1,not_canceled
INN00443,2,0,1,3,meal_plan_1,0,room_type1,37,3/10/2018,online,0,0,0,81.9,2,not_canceled
INN00444,2,0,0,4,meal_plan_1,0,room_type1,66,5/11/2018,online,0,0,0,119.85,1,not_canceled
INN00445,1,0,0,1,meal_plan_1,0,room_type1,11,10/23/2017,offline,0,0,0,83.5,0,not_canceled
INN00446,1,0,0,1,meal_plan_1,1,room_type1,1,4/1/2018,corporate,1,0,3,67,1,not_canceled
INN00447,2,0,2,2,meal_plan_1,0,room_type4,7,6/19/2018,online,0,0,0,156,1,not_canceled
INN00448,2,0,0,1,meal_plan_1,0,room_type1,43,10/13/2017,offline,0,0,0,85,0,not_canceled
INN00449,2,0,3,5,meal_plan_1,0,room_type4,5,4/4/2018,online,0,0,0,126.75,0,canceled
INN00450,2,0,1,1,meal_plan_2,0,room_type1,247,6/6/2018,online,0,0,0,115,1,canceled
INN00451,2,0,2,1,not_selected,0,room_type1,24,10/16/2018,online,0,0,0,107.1,1,canceled
INN00452,1,0,0,1,meal_plan_1,0,room_type1,53,10/14/2018,offline,0,0,0,120,0,not_canceled
INN00453,2,0,2,1,meal_plan_1,0,room_type1,52,11/19/2018,online,0,0,0,93.6,2,not_canceled
INN00454,2,0,0,1,meal_plan_1,0,room_type1,56,6/8/2018,offline,0,0,0,120,0,not_canceled
INN00455,1,0,0,1,meal_plan_1,0,room_type1,12,6/8/2018,offline,0,0,0,90,1,not_canceled
INN00456,2,0,0,5,meal_plan_1,0,room_type1,230,9/6/2018,online,0,0,0,137,1,canceled
INN00457,2,1,1,3,meal_plan_1,0,room_type1,92,10/31/2018,online,0,0,0,106.43,1,canceled
INN00458,1,0,0,3,not_selected,0,room_type1,2,5/31/2018,online,0,0,0,87.78,0,not_canceled
INN00459,2,0,0,2,meal_plan_2,0,room_type1,74,9/18/2017,offline,0,0,0,101.5,0,not_canceled
INN00460,2,0,0,1,not_selected,0,room_type1,82,6/23/2018,online,0,0,0,85.5,0,canceled
INN00461,1,0,0,3,meal_plan_1,0,room_type1,37,10/13/2018,offline,0,0,0,95,0,not_canceled
INN00462,2,0,2,2,meal_plan_1,0,room_type4,147,7/1/2018,online,0,0,0,103.7,2,not_canceled
INN00463,1,0,0,1,meal_plan_1,0,room_type1,2,8/26/2017,corporate,0,0,0,65,0,not_canceled
INN00464,2,0,2,6,meal_plan_1,0,room_type1,166,8/18/2018,online,0,0,0,100.12,0,canceled
INN00465,2,0,1,3,meal_plan_2,1,room_type1,28,4/11/2018,online,0,0,0,156.25,2,not_canceled
INN00466,2,0,1,2,meal_plan_2,0,room_type1,309,5/13/2018,online,0,0,0,101,0,canceled
INN00467,2,0,1,3,meal_plan_2,1,room_type1,54,7/4/2018,online,0,0,0,161.1,0,not_canceled
INN00468,2,0,1,3,not_selected,1,room_type1,49,12/8/2018,online,0,0,0,83.8,2,not_canceled
INN00469,2,1,0,1,meal_plan_1,1,room_type1,1,6/18/2018,online,0,0,0,168,2,not_canceled
INN00470,2,0,2,1,meal_plan_1,0,room_type1,0,12/27/2017,offline,0,0,0,58,0,not_canceled
INN00471,2,0,2,1,meal_plan_2,0,room_type1,4,8/8/2017,offline,0,0,0,94.5,0,not_canceled
INN00472,2,0,0,4,meal_plan_1,0,room_type1,60,12/9/2017,online,0,0,0,96.3,1,not_canceled
INN00473,2,0,0,1,meal_plan_1,0,room_type1,157,8/14/2017,online,0,0,0,76.5,1,not_canceled
INN00474,2,0,2,3,meal_plan_1,0,room_type1,268,4/8/2018,offline,0,0,0,78,0,not_canceled
INN00475,2,0,1,1,not_selected,0,room_type1,38,9/26/2018,online,0,0,0,112.59,0,canceled
INN00476,2,2,2,1,meal_plan_1,0,room_type7,30,6/12/2018,online,0,0,0,187.04,0,canceled
INN00477,2,0,0,1,meal_plan_1,1,room_type1,2,10/11/2018,online,0,0,0,169,2,not_canceled
INN00478,2,0,3,7,not_selected,0,room_type1,217,12/5/2018,online,0,0,0,46.63,1,not_canceled
INN00479,2,0,0,3,meal_plan_1,0,room_type1,143,8/25/2018,offline,0,0,0,100,0,not_canceled
INN00480,2,0,0,3,not_selected,0,room_type1,179,10/19/2018,online,0,0,0,85.5,2,not_canceled
INN00481,1,0,0,2,meal_plan_1,0,room_type1,188,6/15/2018,online,0,0,0,130,0,canceled
INN00482,3,0,2,2,meal_plan_1,0,room_type4,94,7/8/2018,online,0,0,0,146.7,1,not_canceled
INN00483,1,0,0,2,meal_plan_1,0,room_type1,32,11/20/2017,offline,0,0,0,73,0,not_canceled
INN00484,3,0,2,2,meal_plan_1,0,room_type6,2,4/1/2018,online,0,0,0,143.22,2,not_canceled
INN00485,2,0,0,3,meal_plan_1,0,room_type1,70,10/22/2017,online,0,0,0,89.25,1,not_canceled
INN00486,2,0,1,0,not_selected,0,room_type1,4,9/19/2018,offline,0,0,0,85,0,not_canceled
INN00487,2,0,2,0,meal_plan_1,0,room_type1,34,2/28/2018,complementary,0,0,0,6.5,1,not_canceled
INN00488,2,2,0,1,meal_plan_1,0,room_type2,16,3/8/2018,online,0,0,0,83.03,0,canceled
INN00489,2,0,1,3,meal_plan_1,0,room_type1,24,2/11/2018,online,0,0,0,91,0,canceled
INN00490,2,0,2,2,not_selected,0,room_type1,78,4/10/2018,online,0,0,0,80.75,1,not_canceled
INN00491,2,0,1,2,meal_plan_1,0,room_type1,305,11/4/2018,online,0,0,0,89,0,canceled
INN00492,2,0,0,3,meal_plan_1,0,room_type1,37,10/13/2018,offline,0,0,0,105,0,not_canceled
INN00493,2,0,2,5,meal_plan_1,0,room_type1,98,4/30/2018,online,0,0,0,109.81,0,not_canceled
INN00494,2,0,1,3,meal_plan_1,0,room_type4,14,12/5/2018,online,0,0,0,70.88,0,not_canceled
INN00495,1,0,0,2,not_selected,0,room_type1,44,11/23/2018,online,0,0,0,83.6,2,not_canceled
INN00496,1,0,2,1,meal_plan_1,0,room_type1,1,2/28/2018,online,0,0,0,60,0,canceled
INN00497,2,0,0,3,meal_plan_1,0,room_type1,213,6/7/2018,online,0,0,0,130,0,canceled
INN00498,1,0,1,1,meal_plan_1,0,room_type1,5,4/4/2018,online,0,0,0,95,1,not_canceled
